IdDon;Auteur;Intermediaire;IdBene;Beneficiaire;Statut;Nature;Lieu;Formes;Poids;Prix;Informations;Sources
119;Jean sans Peur;;635;Jean de La Viefville, dit Gauvain de La Viefville;Seigneur de La Viefville, conseiller et chambellan du duc;Aucune mention particulière;Paris;1 manteau avec un fermail d'or garni de cinq grosses perles, un rubis au milieu et un diamant plat dessus;;;18 October 1410;ADCO, B 1560, f° 162 r°
120;Jean sans Peur;;54;Jean de Lachenel, dit Boulogne;Valet de chambre du duc;Aucune mention particulière;Paris;1 drap;;12 fr. monn. royal;10 May 1407;ADCO, B 1554, f° 129 r°
121;Jean sans Peur;;54;Jean de Lachenel, dit Boulogne;Valet de chambre du duc;Aucune mention particulière;Aucune mention;Des draps;;12 fr. monn. royal;18 November 1407;ADCO, B 1547, f° 129 r°
122;Jean sans Peur;;2271;Jean de Lancastre;Comte de Bedford;Aucune mention particulière;Aucune mention;1 drap de velours sur velours noir broché d'or;;Aucune mention;1416;DE LABORDE, Les ducs de Bourgogne, étude sur les lettres, les arts et l'industrie pendant le XVe siècle, t. I, 1851, n° 408, p. 133
123;Jean sans Peur;;1189;Jean de Laumosne;Valet de chambre du duc;Aucune mention particulière;Aucune mention;Des draps;;12 fr. monn. royal;18 November 1407;ADCO, B 1547, f° 129 r°
124;Jean sans Peur;;2253;Jean de Luxembourg, dit Le bâtard de Saint-Pol;Bâtard de Ligny, chevaucheur du duc;Aucune mention particulière;Paris;1 houppelande de Neuchâtel à mi-jambe valant 1 fr.;;1 fr. monn. royal;15 November 1410;ADCO, B 1560, f° 156 v°
125;Jean sans Peur;;2253;Jean de Luxembourg, dit Le bâtard de Saint-Pol;;Aucune mention particulière;Gand;1 satin figuré contenant 2 pièces et demie de vert blanc cramoisi et noire;;100 l. de 30 gros nouvelle monn. de Flandre la livre/p.;1 October 1414;ADN, B 1903, f° 124 r° et 124 v°
126;Jean sans Peur;;2253;Jean de Luxembourg, dit Le bâtard de Saint-Pol;Bâtard de Saint-Pol;Aucune mention particulière;Aucune mention;1 houppelande en penne noire de Lombardie;;Aucune mention;31 October 1418;ADCO, B 1601, f° 92 v°
127;Jean sans Peur;;731;Jean de Nielles;Conseiller du duc;Pour ses étrennes;Aucune mention;Un drap de laine écarlate d'Ypres;;Aucune mention;1 January 1408;ADCO, B 1554, f° 135 r°
128;Jean sans Peur;;203;Jean de Noident;Receveur du duc;Aucune mention particulière;Paris;1 pièce de drap de Damas;;33 fr. 15 s. t. monn. royal/p.;7 November 1410;ADCO, B 1560, f° 161 v°
129;Jean sans Peur;;649;Jean de Vaugy;Valet de fourrière du duc;Aucune mention particulière;Aucune mention;Des draps;;4 fr. monn. royal;7 September 1407;ADCO, B 1547, f° 128 v°
130;Jean sans Peur;;276;Jean de Velery;Maître de la chambre aux deniers du duc;Aucune mention particulière;Paris;1 pièce de drap de Damas;;33 fr. 15 s. t. monn. royal/p.;7 November 1410;ADCO, B 1560, f° 161 v°
131;Jean sans Peur;;388;Jean d'Occors, dit Ocorsquin;Chambellan du duc;Aucune mention particulière;Paris;1 robe en drap d'Ypres noir;;;25 November 1410;ADCO, B 1560, f° 164 v°
132;Jean sans Peur;;189;Jean d'Ormoy;Ecuyer d'écurie du duc;Aucune mention particulière;Ypres;1 drap de Damas teint en graine;;36 écus de 43 gros vieille monn. de Flandre l'écu;3 August 1414;ADN, B 1903, f° 123 r° et 123 v°
133;Jean sans Peur;;148;Jean du Moustier;Valet de chambre du duc;Aucune mention particulière;Paris;1 drap;;12 fr. monn. royal;10 May 1407;ADCO, B 1554, f° 129 r°
134;Jean sans Peur;;148;Jean du Moustier;Valet de chambre du duc;Aucune mention particulière;Aucune mention;Des draps;;12 fr. monn. royal;18 November 1407;ADCO, B 1547, f° 129 r°
135;Jean sans Peur;;2222;Jean Duisy (?);Chevalier;"""Pour un faulcon perdu en la conte Destampes qui est a mon dit seigneur lequel il luy apporta""";Paris;1 pièce de satin noir;;14 fr. monn. royal;4 May 1406;ADCO, B 1543, f° 139 v°
136;Jean sans Peur;;413;Jean Martin;Valet de chambre du duc;Aucune mention particulière;Paris;1 drap;;12 fr. monn. royal;10 May 1407;ADCO, B 1554, f° 129 r°
137;Jean sans Peur;;413;Jean Martin;Valet de chambre du duc;Aucune mention particulière;Aucune mention;Des draps;;12 fr. monn. royal;18 November 1407;ADCO, B 1547, f° 129 r°
138;Jean sans Peur;;484;Jean Oudart;Chambellan du duc;Aucune mention particulière;Paris;1 robe en drap d'Ypres noir;;;25 November 1410;ADCO, B 1560, f° 164 v°
139;Jean sans Peur;;15;Jean Pioche;Chevalier;Aucune mention particulière;Paris;5 aulnes de vert noir;;10 fr. monn. royal;25 September 1405;ADCO, B 1543, f° 146 r°
140;Jean sans Peur;;2235;Jean Raoul, dit Le Lorrain;Fauconnier du duc;Aucune mention particulière;Aucune mention;1 robe;;Aucune mention;2 April 1407;ADCO, B 1547, f° 135 r°
141;Jean sans Peur;;2235;Jean Raoul, dit Le Lorrain;Fauconnier du duc;Aucune mention particulière;Aucune mention;1 robe en laine;;Aucune mention;2 November 1407;ADCO, B 1554, f° 135 r°
142;Jean sans Peur;;2219;Jean Sache Dordogne;Ecuyer du roi d'Espagne;"""Qui lui avoit donne aux estraines du jour de lan une arbaleste""";Paris;1 satin renforcé;;20 écus d'or;27 January 1406;ADCO, B 1543, f° 140 v°
143;Jean sans Peur;;362;Jean V de Roubaix;Seigneur de Roubaix;Aucune mention particulière;Aucune mention;Des pannes à grandes bombardes en satin et drap de Damas;;Aucune mention;16 May 1408;ADCO, B 1556, f° 102 r°
144;Jean sans Peur;;362;Jean V de Roubaix;Seigneur de Roubaix, chambellan du duc;Aucune mention particulière;Paris;1 robe en drap d'Ypres noir;;;25 November 1410;ADCO, B 1560, f° 164 v°
145;Jean sans Peur;;362;Jean V de Roubaix;Seigneur de Roubaix;Aucune mention particulière;Gand;2 draps de Damas noirs;;40 l. de 30 gros nouvelle monn. de Flandre la livre;1 October 1414;ADN, B 1903, f° 123 v° et 124 r°
146;Jean sans Peur;;319;Jean VI de Ghistelles;Chambellan du duc;Aucune mention particulière;Paris;1 robe en drap d'Ypres noir;;;25 November 1410;ADCO, B 1560, f° 164 v°
147;Jean sans Peur;;931;Jeanne de Bretigny;Damoiselle de la duchesse;Aucune mention particulière;Compiègne;4 aune de brun vert;;28 s./aune;24 June 1406;ADCO, B 1543, f° 149 r°
148;Jean sans Peur;;5561;Jeanne de La Marche;Berceresse et nourrice d'Isabelle de Bourgogne, fille du duc;Aucune mention particulière;Compiègne;4 aune de brun vert;;28 s./aune;24 June 1406;ADCO, B 1543, f° 149 r°
149;Jean sans Peur;;385;Jeanne de Poissy;Damoiselle de la duchesse;Pour faire une robe;Compiègne;5 aunes de soie d'Ypres;;15 s./aune;24 June 1406;ADCO, B 1543, f° 149 r°
150;Jean sans Peur;;2229;Jeanne d'Igny;Garde des joyaux du duc;Aucune mention particulière;Paris;4 aunes de fin vert brun;;4 fr. monn. royal/aune;3 January 1406;ADCO, B 1543, f° 152 r°
151;Jean sans Peur;;2229;Jeanne d'Igny;Epouse de Philippe Musnier, dit Jossequin;Pour faire une robe;Compiègne;3 aunes de gris;;20 s./aune;24 June 1406;ADCO, B 1543, f° 149 r°
152;Jean sans Peur;;2229;Jeanne d'Igny;Femme de Philippe Musnier, dit Jossequin;Aucune mention particulière;Paris;3 aunes et demie de satin de Bruxelles;;3 fr. demi monn. royal/aune;26 April 1410;ADCO, B 1560, f° 150 v°
153;Jean sans Peur;;2229;Jeanne d'Igny;Femme de Philippe Musnier, dit Jossequin, garde des joyaux du duc;Pour fourrer une robe;Aucune mention;1200 menus-vairs;;44 fr. monn. royal;21 July 1412;ADCO, B 1571, f° 140 r° et 140 v°
154;Jean sans Peur;;2259;Jeanne d'Igny;Femme de Philippe Musnier, dit Jossequin, garde des joyaux du duc;Aucune mention particulière;Aucune mention;De la matière pour fourrer une houppelande;;75 fr. monn. royal;14 March 1412;ADCO, B 1571, f° 140 r°
155;Jean sans Peur;;2267;Jeanne d'Orléans;Duchesse d'Alençon;"""Pour faire robes pour elle et pour ses enffants""";Bruges;18 aunes de brunette;;18 fr. 4 gros ;26 November 1413;ADCO, B 1576, 179 r° et 179 v°
156;Jean sans Peur;;539;Jeannette Duenne;Nourrice de Jeanne de Bourgogne, fille du duc;Aucune mention particulière;Compiègne;4 aune de brun vert;;28 s./aune;24 June 1406;ADCO, B 1543, f° 149 r°
157;Jean sans Peur;;273;Jocerand Frepier;Trésorier du duc;Aucune mention particulière;Paris;1 manteau avec un fermail d'or garni de cinq grosses perles, un rubis au milieu et un diamant plat dessus;;;18 October 1410;ADCO, B 1560, f° 162 r°
158;Jean sans Peur;;273;Jocerand Frepier;Trésorier du duc;Aucune mention particulière;Paris;1 pièce de drap de Damas;;33 fr. 15 s. t. monn. royal/p.;7 November 1410;ADCO, B 1560, f° 161 v°
159;Jean sans Peur;;1236;Josip;Ambassadeur de Turquie;Pour faire une houppelande et un chapperon à la façon de France;Aucune mention;13 aunes de satin écarlate;;30 fr. 7 s. 6 d. t. monn. royal;7 March 1411;ADCO, B 1562, f° 56 r°
160;Jean sans Peur;;1236;Josip;Ambassadeur de Turquie;Pour faire une houppelande et un chapperon à la façon de France;Aucune mention;7 aunes de fin drap bleu appelé célestin à la manière de Bruges;;7 fr. 17 s. 6 d. t. monn. royal;7 March 1411;ADCO, B 1562, f° 56 r°
161;Jean sans Peur;;1236;Josip;Ambassadeur de Turquie;Pour fourrer une houppelande longue d'écarlate vermeille à la façon de France;Lille;800 menus-vairs;;40 fr. monn. royal;7 March 1411;ADCO, B 1562, f° 58 r°
162;Jean sans Peur;;1236;Josip;Ambassadeur de Turquie;Pour fourrer une houppelande à la façon de Turquie;Lille;600 menus-vairs;;20 fr. 5 s. t. monn. royal;7 March 1411;ADCO, B 1562, f° 58 r°
163;Jean sans Peur;;2232;La Dame de Rochefort;;"""En recompensacion dun collier dor quil ot delle"". La source mentionne la date du 8 juillet 1406 pour l'achat.";Saint-Omer;400 martres ;;150 fr. monn. royal;5 November 1406;ADCO, B 1543, f° 152 r°
164;Jean sans Peur;;2266;La femme d'Alexandre Le Boursier;Conseiller du duc;Aucune mention particulière;Aucune mention;1 houppelande de fin vert brun;;Aucune mention;17 May 1413;ADCO, B 1601, f° 98 r°
165;Jean sans Peur;;2266;La femme d'Alexandre Le Boursier;Conseiller du duc;Aucune mention particulière;Aucune mention;2000 menus-vairs (partagés);;Aucune mention;17 May 1413;ADCO, B 1601, f° 98 v°
166;Jean sans Peur;;900;Laurent Buisson;Artilleur du duc;Aucune mention particulière;Paris;1 houppelande de Neuchâtel à mi-jambe doublée de blanc;;;4 December 1410;ADCO, B 1560, f° 157 r°
167;Jean sans Peur;;232;Le Dauphin de Seris;;"""Pour aller en Behaigne ou mon dit seigneur les envoyoit lors pour le mariage de monseigneur le duc de Brabant""";Aucune mention;1 pièce de baudequins de plusieurs couleurs;;15 fr. monn. royal/p.;4 August 1408;ADCO, B 1556, f° 96 r° et 96 v°
168;Jean sans Peur;;2270;Le seigneur de Berghemeny (?);;Aucune mention particulière;Aucune mention;1 satin figuré de noir et de vert, broché d'or;;Aucune mention;1416;DE LABORDE, Les ducs de Bourgogne, étude sur les lettres, les arts et l'industrie pendant le XVe siècle, t. I, 1851, n° 408, p. 133
169;Jean sans Peur;;5620;Le seigneur de Chancier;Ambassadeur du roi d'Angleterre;Lors d'une ambassade auprès du duc à Ypres;Ypres;7 velours cramoisis vermeils figurés de feuillage quatre parties de deux vers et de fleurettes blanches brochées de grandes ficelles d'or (A) + 2 pièces et 5 aunes de drap de Damas cramoisi vermeil (B) + 1 couple contenant 2 pièces et 6 aunes et demie de drap de Damas vermeil teint en graine cramoisie (C);;84 l. de 30 gros nouvelle monn. de Flandre la livre/p. (A) + 36 l. de 30 gros nouvelle monn. de Flandre la livre/p. (B) + 34 l. de 30 gros nouvelle monn. de Flandre la livre/p. (C);6 August 1414;ADN, B 1903, f° 123 v°
170;Jean sans Peur;;5616;Le seigneur de Serop (?);Ambassadeur du roi d'Angleterre;Lors d'une ambassade auprès du duc à Ypres;Ypres;7 velours cramoisis vermeils figurés de feuillage quatre parties de deux vers et de fleurettes blanches brochées de grandes ficelles d'or (A) + 2 pièces et 5 aunes de drap de Damas cramoisi vermeil (B) + 1 couple contenant 2 pièces et 6 aunes et demie de drap de Damas vermeil teint en graine cramoisie (C);;84 l. de 30 gros nouvelle monn. de Flandre la livre/p. (A) + 36 l. de 30 gros nouvelle monn. de Flandre la livre/p. (B) + 34 l. de 30 gros nouvelle monn. de Flandre la livre/p. (C);6 August 1414;ADN, B 1903, f° 123 v°
171;Jean sans Peur;;1287;L'église Notre-Dame de Tournai;;"""Pour fourrier labbit de Notre-Dame de Tournay, que mondit seigneur a fait faire ceste presente annee lan mil CCCC et neuf, en la maniere que icellui seigneur a couste de faire chacun a la feste de la Nativité Notre-Dame""";Paris;400 menus-vairs;;18 fr. 4 s. t. monn. royal;28 September 1409;ADCO, B 1558, f° 134 r°
172;Jean sans Peur;;1287;L'église Notre-Dame de Tournai;;"""Pour vestir limage de nostre dame de Tournay a la procession qui en ladicte ville se doit faire a nostre dame ou septembre venant quil est acoustume de faire chacun an""";Paris;1 drap d'or de ramacaz;;14 fr. monn. royal;26 August 1410;ADCO, B 1560, f° 165 r°
173;Jean sans Peur;;1287;L'église Notre-Dame de Tournai;;Pour la fête de la Sainte-Croix en septembre;Tournai;2 robes de drap d'or fourrées;;40 écus de 30 gros nouvelle monn. de Flandre;14 September 1411;ADCO, B 1570, f° 219 r° et 219 v°
174;Jean sans Peur;;1287;L'église Notre-Dame de Tournai;;Le jour de la sainte Croix en septembre 1412;Aucune mention;Des robes de drap d'or fourrées de vairs;;45 écus;1 octobre 1412 (quittance);ADCO, B 1571, f° 134 r°
175;Jean sans Peur;;1327;L'église Saint-Donat de Bruges;;Aucune mention particulière;Aucune mention;1 drap de soie;;12 écus et demi;4 December 1408;ADCO, B 1556, f° 95 v°
176;Jean sans Peur;Bernard Boudrac;2245;L'église Sainte-Madeleine d'Arras;;Aucune mention particulière;Aucune mention;1 pièce de drap d'or;;22 fr. demi monn. royal;28 February 1409;ADCO, B 1556, f° 94 v°
177;Jean sans Peur;Catherine de Bourgogne;2214;Léopold IV de Habsbourg;Duc d'Autriche;Aucune mention particulière;Paris;4 aumusses à longs poils (verte, noire, vermeille, blême);;34 fr. monn. royal;5 December 1405;ADCO, B 1543, f° 128 v°
178;Jean sans Peur;;2247;Les serviteurs de Jean de Cornouailles;Un écuyer de Jean de Cornouailles;"""Estant en la compaignie de messire Jehan de Cornuaille chevalier angloiz aux armes que lors il fist a Paris a lencontre du seneschal de Haynau""";Malines;1 drap de soie;;22 fr. demi monn. royal;23 July 1409;ADCO, B 1558, f° 126 r°
179;Jean sans Peur;;2264;Les serviteurs de la comtesse de Clèves;Trois damoiselles;"Aucune mention particulière ; pour faire trois houppelande";Paris;18 aunes;;45 fr. monn. royal;3 February 1413;ADCO, B 1572, f° 50 r°
180;Jean sans Peur;;2264;Les serviteurs de la comtesse de Clèves;Une des femmes de chambre;"Aucune mention particulière ; pour faire une houppelande";Paris;6 aunes de vert brun;;12 fr. monn. royal;3 February 1413;ADCO, B 1572, f° 50 r°
181;Jean sans Peur;;2264;Les serviteurs de la comtesse de Clèves;Deux valets de chambre;"""Pour vestir deux des varlez de chambres de ladicte dame""";Paris;12 aunes de gris;;18 fr. monn. royal;3 February 1413;ADCO, B 1572, f° 50 r°
182;Jean sans Peur;;2264;Les serviteurs de la comtesse de Clèves;Trois damoiselles ;Pour fourrer les houppelandes des trois demoiselles de Marie de Bourgogne, comtesse de Clèves;Paris;2300 petits-gris;;139 fr. monn. royal;3 February 1413;ADCO, B 1572, f° 50 r°
183;Jean sans Peur;;2218;Les serviteurs de la duchesse d'Autriche;Un écuyer;"""Qui est venu devers mon dit seigneur a Paris""";Paris;1 satin;;14 fr. monn. royal;25 January 1406;ADCO, B 1543, f° 140 v°
184;Jean sans Peur;;2213;Les serviteurs du comte/duc de Clèves;Un écuyer;Aucune mention particulière;Paris;2 satins ;;32 fr. monn. royal;26 November 1405;ADCO, B 1543, f° 140 v°
185;Jean sans Peur;;2248;Les serviteurs du roi de Navarre;Un écuyer;"""Qui lui avoit presente de par ledit Roy un cheval""";Aucune mention;1 drap de Damas;;18 fr. monn. royal;8 September 1409;ADCO, B 1558, f° 138 r°
186;Jean sans Peur;;2306;Les serviteurs et officiers de la duchesse de Guyenne;Un chapelain de la duchesse de Guyenne;Aucune mention particulière;Paris;3 aulnes demi de drap noir;;16 fr. 9 d. t. monn. royal;1 October 1405;ADCO, B 1543, f° 146 r° et 146 v°
187;Jean sans Peur;;820;Les serviteurs et officiers du duc de Brabant;Un écuyer;"""Apres ce quil lui ot presente un cheval de par ycellui seigneur""";Paris;1 pièce de satin noir;;12 fr. monn. royal;6 February 1410;ADCO, B 1560, f° 153 v°
188;Jean sans Peur;;820;Les serviteurs et officiers du duc de Brabant;Un écuyer;En récompense de deux chevaux offerts par le duc de Brabant au duc de Bourgogne;Aucune mention;1 drap de soie noire;;10 écus;22 August 1411;ADCO, B 1570, f° 242 v° et 243 r°
189;Jean sans Peur;;2272;Les serviteurs et officiers du roi d'Angleterre;;Aucune mention particulière;Aucune mention;1 quartier de drap de Damas vert broché d'or + 1 quartier de drap de Damas bleu;;Aucune mention;1416;DE LABORDE, Les ducs de Bourgogne, étude sur les lettres, les arts et l'industrie pendant le XVe siècle, t. I, 1851, n° 408, p. 133
190;Jean sans Peur;;2220;Louis de France;Duc de Guyenne et Dauphin;Pour leurs noces;Paris;58 aunes de drap de Damas vert (partagées);;191 fr. 5 s. t. monn. royal;8 February 1406;ADCO, B 1543, f° 146 r°
191;Jean sans Peur;;2220;Louis de France;Duc de Guyenne, Dauphin;Pour ses étrennes;Gand;1 écharpe d'or et 5 perles;;200 écus d'or;16 February 1407;ADCO, B 1547, f° 124 r°
192;Jean sans Peur;;2220;Louis de France;Duc de Guyenne;"""Pour faire des harnois à chevaux""";Paris;6 aunes de satin vermeil + 3 quartiers de drap blanc;;10 fr. 2 s. 6 d. t. monn. royal;29 October 1409;ADCO, B 1558, f° 132 r° et 132 v°
193;Jean sans Peur;;2220;Louis de France;Duc de Guyenne;Aucune mention;Paris;1 huque de drap bleu sur laquelle sont brodées des devises du duc;;120 fr. monn. royal;8 August 1410;ADCO, B 1560, f° 164 r°
194;Jean sans Peur;;2220;Louis de France;Duc de Guyenne;Aucune mention particulière;Paris;3 paires de manches à pourpoint en satin figuré sur champ blanc et vert pour 3 hennequins;;120 fr. monn. royal;22 August 1410;ADCO, B 1560, f° 160 v°
195;Jean sans Peur;;2220;Louis de France;Duc de Guyenne;Aucune mention particulière;Aucune mention;1 houppelande à mi-jambe en velours noir figuré et broché d'or valant 820 fr. (les trois);;820 fr. monn. royal (les trois);30 September 1412;ADCO, B 1571, f° 134 v° et 135 r°
196;Jean sans Peur;;2220;Louis de France;Duc de Guyenne;Pour fourrer une houppelande;Aucune mention;Des martres;;606 fr. 5 s. t. monn. royal;22 November 1412;ADCO, B 1572, f° 49 v°
197;Jean sans Peur;;2220;Louis de France;Duc de Guyenne;Etrennes;Paris;1 drap avec de l'or et des fleurs de lys;;1200 écus;12 January 1413;ADCO, B 1572, f° 50 v°
198;Jean sans Peur;;2220;Louis de France;Duc de Guyenne;Aucune mention particulière;Aucune mention;1 pourpoint comprenant 24 anneaux d'or;;30 s. t. monn. royal;1416;DE LABORDE, Les ducs de Bourgogne, étude sur les lettres, les arts et l'industrie pendant le XVe siècle, t. I, 1851, n° 309, pp. 111-112
199;Jean sans Peur;;1964;Louis II de Chalon-Arlay;Seigneur d'Arguel;Aucune mention particulière;Gand;1 drap de Damas cramoisi contenant 2 pièces 4 aunes et demie brochés d'argent de Chypre;;70 l. de 30 gros nouvelle monn. de Flandre la livre/p.;1 October 1414;ADN, B 1903, f° 124 r° et 124 v°
200;Jean sans Peur;;20;Louis Salart, dit Le Jeune;Page du duc;Aucune mention particulière;Aucune mention;1 robe en satin vermeil;;6 fr. monn. royal;10 August 1408;ADCO, B 1556, f° 97 r°
201;Jean sans Peur;;259;Lourdin de Saligny;;Aucune mention particulière;Aucune mention;1 tabard en drap bleu;;Aucune mention;14 August 1407;ADCO, B 1556, f° 98 v°
202;Jean sans Peur;;259;Lourdin de Saligny;;Aucune mention particulière;Aucune mention;Des pannes à grandes bombardes en satin et drap de Damas;;Aucune mention;16 May 1408;ADCO, B 1556, f° 102 r°
203;Jean sans Peur;;259;Lourdin de Saligny;Conseiller et chambellan du duc;Aucune mention particulière;Paris;1 robe en satin de soie figuré;;450 fr. (l'ensemble);23 August 1410;ADCO, B 1560, f° 160 v°
204;Jean sans Peur;;259;Lourdin de Saligny;Conseiller et chambellan du duc;Aucune mention particulière;Paris;1 manteau avec un fermail d'or garni de cinq grosses perles, un rubis au milieu et un diamant plat dessus;;;18 October 1410;ADCO, B 1560, f° 162 r°
205;Jean sans Peur;;259;Lourdin de Saligny;Chambellan du duc;Aucune mention particulière;Paris;1 robe en drap d'Ypres noir;;;25 November 1410;ADCO, B 1560, f° 164 v°
206;Jean sans Peur;;2252;Maître Jean;Armurier du roi;"""Pour faire unr robe de la livrée du duc";Aucune mention;1 drap de laine;;13 fr. demi monn. royal;1 septebre 1410;ADCO, B 1562, f° 56 v°
207;Jean sans Peur;;5562;Marguerite Berthault;Berceresse de Jeanne de Bourgogne, fille du duc;Aucune mention particulière;Compiègne;4 aune de brun vert;;28 s./aune;24 June 1406;ADCO, B 1543, f° 149 r°
208;Jean sans Peur;;454;Marguerite de Bourgogne, de Guyenne;Duchesse de Guyenne;Pour leurs noces;Paris;58 aunes de drap de Damas vert (partagées);;191 fr. 5 s. t. monn. royal;8 February 1406;ADCO, B 1543, f° 146 r°
209;Jean sans Peur;;454;Marguerite de Bourgogne, de Guyenne;Duchesse de Guyenne ;Pour les serviteurs de la duchesse de Guyenne;Aucune mention;Des draps;;31 fr. monn. royal;2 September 1407;ADCO, B 1547, f° 128 v°
210;Jean sans Peur;;942;Marguerite de Flavigny;Berceresse et nourrice d'Anne de Bourgogne, fille du duc;Aucune mention particulière;Compiègne;4 aune de brun vert;;28 s./aune;24 June 1406;ADCO, B 1543, f° 149 r°
211;Jean sans Peur;;946;Marguerite d'Ypres;Femme de chambre de la duchesse et des filles du duc;Pour faire une robe;Compiègne;3 aunes de gris;;20 s./aune;24 June 1406;ADCO, B 1543, f° 149 r°
212;Jean sans Peur;;1779;Marguerite La Boitelle;Femme de Guillaume Barrault, secrétaire du roi et du duc;"""Pour pluseurs grans et notables services que son dit mary et elle ont faiz a mon dit seigneur""";Aucune mention;1 chambre faite de tapisseries ;;240 fr. monn. royal;1 July 1411;ADCO, B 1570, f° 221 v°
213;Jean sans Peur;;1779;Marguerite La Boitelle;Femme de Guillaume Barrault, secrétaire du roi;Aucune mention particulière;Aucune mention;1 houppelande de fin vert brun;;Aucune mention;17 May 1413;ADCO, B 1601, f° 98 r°
214;Jean sans Peur;;1779;Marguerite La Boitelle;Femme de Guillaume Barrault, secrétaire du roi;Aucune mention particulière;Aucune mention;2000 menus-vairs (partagés);;Aucune mention;17 May 1413;ADCO, B 1601, f° 98 v°
215;Jean sans Peur;;2226;Marie d'Ayne;Damoiselle de la duchesse;Pour faire une robe;Compiègne;5 aunes de soie d'Ypres;;15 s./aune;24 June 1406;ADCO, B 1543, f° 149 r°
216;Jean sans Peur;;2226;Marie d'Ayne;Damoiselle de la duchesse;"""Fait robes et mantel pour le jour de ses nopces""";Saint-Omer;Plusieurs robes + 1 manteau ;;68 fr. monn. royal;6 November 1406;ADCO, B 1543, f° 140 r°
217;Jean sans Peur;;2249;Marie de Bourgogne, de Clèves;Comtesse de Clèves;Aucune mention particulière;Paris;1 houppelande en satin noir moucheté de cramoisi et de plusieurs couleurs;;125 fr. monn. royal;28 September 1409;ADCO, B 1558, f° 128 r°
218;Jean sans Peur;;2249;Marie de Bourgogne, de Clèves;Comtesse de Clèves;Lors du trépas de la comtesse de Penthièvre;Aucune mention;1 robe en drap noir;;59 l. 15 s. t. monn. royal;28 août 1412 (mandement);ADCO, B 1571, f° 137 r°
219;Jean sans Peur;;2249;Marie de Bourgogne, de Clèves;Comtesse de Clèves;"Lors de son départ pour le comté de Clèves ; pour faire une houppelande";Paris;6 aunes d'écarlate vermeil;;42 fr. monn. royal;3 February 1413;ADCO, B 1572, f° 50 r°
220;Jean sans Peur;;2249;Marie de Bourgogne, de Clèves;Comtesse de Clèves;"Lors de son départ pour le comté de Clèves ; pour faire une houppelande";Paris;6 aunes de vert brun;;21 fr. monn. royal;3 February 1413;ADCO, B 1572, f° 50 r°
221;Jean sans Peur;;2249;Marie de Bourgogne, de Clèves;Comtesse de Clèves;"Lors de son départ pour le comté de Clèves ; pour faire une houppelande";Paris;6 aunes de vert gai;;21 fr. monn. royal;3 February 1413;ADCO, B 1572, f° 50 r°
222;Jean sans Peur;;2249;Marie de Bourgogne, de Clèves;Comtesse de Clèves;Pour fourrer trois houppelandes de Marie de Bourgogne, comtesse de Clèves;Paris;3600 petits-gris;;180 fr. monn. royal;3 February 1413;ADCO, B 1572, f° 50 r°
223;Jean sans Peur;;2249;Marie de Bourgogne, de Clèves;Comtesse de Clèves;Pour fourrer une houppelande de drap d'or;Paris;3000 menus-vairs;;120 fr. monn. royal;3 February 1413;ADCO, B 1572, f° 50 r°
224;Jean sans Peur;;1317;Marie de Montreal;Damoiselle de la duchesse;Aucune mention particulière;Compiègne;4 aune de brun vert;;28 s./aune;24 June 1406;ADCO, B 1543, f° 149 r°
225;Jean sans Peur;;1267;Mathieu de Foix;Chambellan du duc;Aucune mention particulière;Paris;1 robe en drap d'Ypres noir;;;25 November 1410;ADCO, B 1560, f° 164 v°
226;Jean sans Peur;;2238;Morimont de Tourzel;Baron d'Allegre, conseiller et chambellan du duc de Berry;Aucune mention particulière;Arras;Des draps de laine écarlate vermeille;;6 écus/p.;14 February 1408;ADCO, B 1554, f° 131 r°
227;Jean sans Peur;;2236;Olivier de Châtillon;Comte de Penthièvre;Aucune mention particulière;Bruges;1 robe en drap gris et blanc;;Aucune mention;27 April 1407;ADCO, B 1554, f° 131 r°
228;Jean sans Peur;;2236;Olivier de Châtillon;Comte de Penthièvres;Pour faire un harnois;Paris;1 aune demie de drap blanc, rouge et noir;;36 s. t. monn. royal;10 May 1407;ADCO, B 1554, f° 129 r°
229;Jean sans Peur;;2236;Olivier de Châtillon;Comte de Penthièvre;Aucune mention particulière;Paris;1 robe;;Aucune mention;2 May 1408;ADCO, B 1547, f° 127 r°
230;Jean sans Peur;;2236;Olivier de Châtillon;Comte de Penthièvre;Aucune mention particulière;Paris;1 manteau + 1 houppelande + 1 chaperon;;Aucune mention;2 May 1408;ADCO, B 1547, f° 127 v°
231;Jean sans Peur;;2236;Olivier de Châtillon;Comte de Penthièvre;Aucune mention particulière;Aucune mention;Des pannes à grandes bombardes en satin et drap de Damas;;Aucune mention;16 May 1408;ADCO, B 1556, f° 102 r°
232;Jean sans Peur;;2236;Olivier de Châtillon;Comte de Penthièvre;Aucune mention particulière;Paris;1 robe en laine grise de Montivilliers;;Aucune mention;31 May 1408;ADCO, B 1554, f° 127 r°
233;Jean sans Peur;;2236;Olivier de Châtillon;Comte de Penthièvre, chambellan du duc;Aucune mention particulière;Paris;1 robe en drap d'Ypres noir;;;25 November 1410;ADCO, B 1560, f° 164 v°
234;Jean sans Peur;;2237;Oudin;Valet d'aumône du duc;Aucune mention particulière;Aucune mention;Des draps;;4 fr. monn. royal;7 September 1407;ADCO, B 1547, f° 128 v°
