IdDon;Auteur;Intermediaire;IdBene;Beneficiaire;Statut;Nature;Lieu;Formes;Poids;Prix;Informations;Sources
116;Jean sans Peur;;489;Jean II de La Haye, dit Picquet;Conseiller du duc;Aucune mention particulière;Paris;Un cheval bai valant 180 fr.;;180 fr. monn. royal;17 December 1412;ADCO, B 1572, f° 35 r°
117;Jean sans Peur;;114;Jean Ier de Neufchatel;Cousin du duc;Aucune mention particulière;Paris;1 cheval gris pommelé à longue queue et deux pieds blancs;;;6 January 1406;ADCO, B 1543, f° 116 v°
118;Jean sans Peur;;114;Jean Ier de Neufchatel;Cousin du duc;Aucune mention particulière;Paris;1 cheval gris pommelé à longue queue et deux pieds blancs;;;6 January 1406;ADCO, B 1543, f° 116 v°
119;Jean sans Peur;;2341;Jean Hausseur;Chapelain du duc;Aucune mention particulière;Aucune mention;Un cheval noir valant 30 fr.;;30 fr. monn. royal;8 May 1412;ADCO, B 1571, f° 149 r°
120;Jean sans Peur;;2362;Jean Frestre;Ambassadeur du duc de Bretagne;Aucune mention particulière;Aucune mention;Un cheval noir à longue queue;;;19 August 1419;ADCO, B 1598, f° 343 r°
121;Jean sans Peur;;1887;Jean Dupuis;Archer du duc;Aucune mention particulière;Lille;1 cheval bai;;13 l. 19 s. 6 d. de 30 gros nouvelle monn. de Flandre la livre;13 January 1414;ADN, B 1903, f° 143 r° et 143 v°
122;Jean sans Peur;;59;Jean du Molin, dit Brocart;Huissier d'armes du duc;Aucune mention particulière;Aucune mention;Un cheval valant 50 fr.;;50 fr. monn. royal;19 November 1408;ADCO, B 1554, f° 111 v°
123;Jean sans Peur;;199;Jean du Bois;Seigneur du Bois, chevalier et chambellan du duc;Aucune mention particulière;Aucune mention;Un cheval bai valant 50 écus;;50 écus;4 October 1408;ADCO, B 1556, f° 79 v°
124;Jean sans Peur;;189;Jean d'Ormoy;Echanson du duc;Aucune mention particulière;Douai;1 cheval brun gris à longue queue;;40 écus or monn. royal;21 June 1414;ADN, B 1903, f° 146 v°
125;Jean sans Peur;;2299;Jean d'Escaubecque, dit Tournemine;;"""Pour mieulx estre monte en la compaignie dudit seigneur""";Paris;Un cheval valant 10 écus;;10 écus;4 July 1409;ADCO, B 1558, f° 105 v°
126;Jean sans Peur;;711;Jean des Forges;Chapelain;Aucune mention;Gand;Un cheval ;;;15 June 1407;ADCO, B 1547, f° 114 v°
127;Jean sans Peur;;1431;Jean des Champs;Ecuyer d'écurie de Catherine de Bourgogne, fille du duc;Aucune mention particulière;Paris;Un cheval blanc à courte queue valant 70 fr. ;;70 fr. monn. royal;6 June 1410;ADCO, B 1560, f° 121 r° et 121 v°
128;Jean sans Peur;;2279;Jean de Werchin;Sénéchal de Hainaut;Aucune mention particulière;Gand;Un cheval roux à courte queue valant 100 écus d'or;;100 écus d'or;9 April 1407;ADCO, B 1547, f° 111 v° et 112 r°
129;Jean sans Peur;;2279;Jean de Werchin;Sénéchal de Hainaut;Aucune mention particulière;Paris;Un cheval fauve à courte queue valant 150 écus;;150 écus;9 September 1409;ADCO, B 1558, f° 107 r°
130;Jean sans Peur;;2279;Jean de Werchin;Sénéchal de Hainaut, chambellan du duc;Aucune mention particulière;Paris;Un cheval roux ou bai à longue queue valant 120 écus;;120 écus;8 November 1410;ADCO, B 1560, f° 121 v°
131;Jean sans Peur;;92;Jean de Vergy;Seigneur de Fouvans, chevalier;Aucune mention particulière;Aucune mention;Un cheval valant 23 écus;;23 écus;20 August 1411;ADCO, B 1570, f° 237 r°
132;Jean sans Peur;;301;Jean de Saulx;Seigneur de Courtivron, chancelier du duc;Aucune mention particulière;Paris;1 cheval à longue queue;;;6 January 1406;ADCO, B 1543, f° 116 v°
133;Jean sans Peur;;301;Jean de Saulx;Seigneur de Courtivron, chancelier du duc;Aucune mention particulière;Paris;1 cheval à longue queue;;;6 January 1406;ADCO, B 1543, f° 116 v°
134;Jean sans Peur;;1812;Jean de Salins;Echanson du duc;Aucune mention particulière;Douai;1 cheval blanc gris à longue queue;;50 écus or monn. royal;21 June 1414;ADN, B 1903, f° 146 v°
135;Jean sans Peur;;627;Jean de Saint-Yon;Ecuyer;Aucune mention particulière;Paris;Un cheval gris à longue queue valant 120 écus;;120 écus ;28 December 1412;ADCO, B 1572, f° 35 v°
136;Jean sans Peur;;1128;Jean de Saint-Aubin;Ecuyer d'écurie du duc;Aucune mention particulière;Aucune mention;Un cheval roux gris à longue queue;;;12 September 1412;ADCO, B 1571, f° 152 v° et 153 r°
137;Jean sans Peur;;918;Jean de Rude;;"""Donne pour consideracion des bons et agreables services""";Aucune mention;Un cheval moreau valant 30 fr.;;30 fr. monn. royal;6 October 1407;ADCO, B 1556, f° 79 v°
138;Jean sans Peur;;285;Jean de Rasinghem;Conseiller du duc;Aucune mention particulière;Aucune mention;Un cheval brun bai à courte queue valant 40 écus d'or;;40 écus d'or;15 June 1411;ADCO, B 1570, f° 236 r°
139;Jean sans Peur;;1527;Jean de Quielenc;Echanson du duc;Aucune mention particulière;Aucune mention;Un cheval roux à courte queue;;;12 September 1412;ADCO, B 1571, f° 152 v° et 153 r°
140;Jean sans Peur;;1232;Jean de Poligny, dit Chapelain;Serviteur du roi;Aucune mention particulière;Aucune mention;Un cheval gris à longue queue valant 31 écus;;31 écus;20 August 1411;ADCO, B 1570, f° 237 r°
141;Jean sans Peur;;2340;Jean de Norrent;Seigneur de Roncq;Aucune mention particulière;Aucune mention;Une haquenée noire valant 16 fr.;;16 fr. monn. royal;18 January 1412;ADCO, B 1570, f° 245 r°
142;Jean sans Peur;;2277;Jean de Neuvy;Ecuyer du maréchal Boucicaut;"""Pour soy monter""";Bruges;Un cheval valant 50 écus d'or;;50 écus d'or;22 February 1407;ADCO, B 1547, f° 111 r°
143;Jean sans Peur;Pierre de la Vacquerie;2277;Jean de Neuvy;Ecuyer du maréchal Boucicaut;Lors d'une ambassade auprès du duc à Lille;Lille;Un cheval gris à courte queue valant 61 fr. 17 s. 6 d. t.;;61 fr. 17 s. 6 d. t. monn. royal;8 March 1411;ADCO, B 1562, f° 48 v°
144;Jean sans Peur;;2322;Jean de Malestroit;Chancelier du duc de Bretagne;Lors d'une ambasade du duc de Bretagne auprès du duc;Lille;Un cheval bai à courte queue;;;31 January 1411;ADCO, B 1562, f° 47 r°
145;Jean sans Peur;;2322;Jean de Malestroit;Evêque de Saint-Brieuc et chancelier du duc de Bretagne;Aucune mention particulière;Paris;Un cheval fauve valant 180 fr.;;180 fr. monn. royal;17 December 1412;ADCO, B 1572, f° 36 r°
146;Jean sans Peur;;2310;Jean de Lalaing;Seigneur de Lalaing, chambellan du duc;Aucune mention particulière;Paris;Un coursier bai valant 120 écus;;120 écus;8 November 1410;ADCO, B 1560, f° 121 r°
147;Jean sans Peur;;54;Jean de Lachenel, dit Boulogne;Valet de chambre du duc;Aucune mention particulière;Paris;Un cheval (les six chevaux valent 506 fr. 5 s. t.);;506 fr. 5 s. t. monn. royal (les 6 chevaux) ;18 April 1410;ADCO, B 1560, f° 124 r° et 124 v°
148;Jean sans Peur;;54;Jean de Lachenel, dit Boulogne;Premier sommelier du corps du duc;Aucune mention particulière;Arras;Un cheval bai à courte queue valant 70 écus;;70 écus;1 May 1411;ADCO, B 1562, f° 49 r°
149;Jean sans Peur;;54;Jean de Lachenel, dit Boulogne;Sommelier de corps du duc;Aucune mention particulière;Gand;Un cheval gris à longue queue valant 50 écus;;50 écus;23 December 1413;ADCO, B 1576, f° 164 v° et 165 r°
150;Jean sans Peur;;286;Jean de La Tremoille;Chevalier et chambellan du duc;Aucune mention particulière;Aucune mention;Un cheval moreau à longue queue valant 90 écus;;90 écus ;7 September 1412;ADCO, B 1571, f° 150 v° et 151 r°
151;Jean sans Peur;;286;Jean de La Tremoille;Chevalier et chambellan du duc;Aucune mention particulière;Aucune mention;Un cheval gris pommelé à longue queue;;;7 September 1412;ADCO, B 1571, f° 151 r° et 152 r°
152;Jean sans Peur;;73;Jean de La Hamaide;Seigneur de La Hamaide, chevalier et conseiller du duc;"""Pour les bons et agreables services quil lui a faiz""";Paris;Un cheval bai à courte queue valant 120 écus d'or;;120 écus d'or;8 May 1410;ADCO, B 1560, f° 124 v°
153;Jean sans Peur;;738;Jean de La Baume;;Aucune mention particulière;Paris;Un cheval bai (les huits chevaux valent 1068 fr. 15 s. t.);;1068 fr. 15 s. t. monn. royal (les 8 chevaux);8 November 1410;ADCO, B 1560, f° 125 r° et 125 v°
154;Jean sans Peur;;127;Jean de Kernezem;Ecuyer d'écurie du duc;Aucune mention particulière;Paris;Un cheval noir à courte queue valant 32 écus;;32 écus;22 July 1406;ADCO, B 1543, f° 117 v° et 118 r°
155;Jean sans Peur;;592;Jean de Fosseux;;Aucune mention particulière;Aucune mention;Un coursier gris pommelé valant 100 écus;;100 écus;2 September 1406;ADCO, B 1554, f° 110 r°
156;Jean sans Peur;;971;Jean de Foissy;Maître veneur du duc;Aucune mention particulière;Aucune mention;Un cheval bai à courte queue valant 60 écus;;60 écus;7 February 1408;ADCO, B 1556, f° 79 v°
157;Jean sans Peur;;971;Jean de Foissy;Maître veneur du duc;Aucune mention particulière;Aucune mention;Un cheval noir à longue queue valant 60 fr.;;60 fr. monn. royal;22 January 1409;ADCO, B 1558, f° 108 r°
158;Jean sans Peur;;971;Jean de Foissy;Maître veneur du duc;"""Pour lui monter pour les bons et agreables services quil a faiz audit seigneur, fait chacun jour""";Paris;Un cheval gris à courte queue valant 70 écus d'or;;70 écus d'or;15 September 1409;ADCO, B 1560, f° 122 r° et 122 v°
159;Jean sans Peur;;1558;Jean de Dinteville-Jaucourt;;Aucune mention particulière;Aucune mention;Un cheval bai à longue queue valant 60 écus;;60 écus;7 September 1412;ADCO, B 1571, f° 151 r° et 152 r°
160;Jean sans Peur;;766;Jean de Digoine;Ecuyer et échanson du duc;"""En recompensacion dun cheval gris que le dit seigneur avoit nagaires fait prendre dudit Digonne de semblable pris et ycellui donne semblablement mon dit seigneur a Pierre de la Souche son escuier tranchant""";Paris;1 cheval noir à longue queue;;50 écus;4 April 1406;ADCO, B 1543, f° 118 r°
161;Jean sans Peur;;766;Jean de Digoine;Chevalier et chambellan du duc;Aucune mention particulière;Paris;Un cheval brun bai à longue queue valant 70 fr.;;70 fr. monn. royal;15 June 1409;ADCO, B 1558, f° 105 r°
162;Jean sans Peur;;766;Jean de Digoine;Chevalier et chambellan du duc;Aucune mention particulière;Aucune mention;Un cheval gris à courte queue valant 60 fr. d'or;;60 fr. d'or;24 April 1412;ADCO, B 1570, f° 243 v°
163;Jean sans Peur;;766;Jean de Digoine;Chevalier et chambellan du duc;Aucune mention particulière;Lille;Un cheval bai à longue queue valant 50 écus;;50 écus;19 October 1413;ADCO, B 1576, f° 165 r° et 165 v°
164;Jean sans Peur;;2167;Jean de Curiet;;Aucune mention particulière;Bruges;1 cheval bai à longue queue;;36 l. de 30 gros nouvelle monn. de Flandre la livre;1 March 1415;ADN, B 1903, f° 149 v°
165;Jean sans Peur;;2317;Jean de Corbie;Conseiller et maître des requêtes du roi;Aucune mention particulière;Paris;Un cheval brun bai valant 60 écus 18 s. p.;;60 écus 18 s. p. ;8 November 1410;ADCO, B 1560, f° 122 v°
166;Jean sans Peur;;293;Jean de Chevenon;Conseiller et chambellan du duc;Aucune mention particulière;Aucune mention;Un cheval gris pommelé à longue queue;;;7 September 1412;ADCO, B 1571, f° 151 r° et 152 r°
167;Jean sans Peur;;260;Jean de Chateaumorant ou Chateaumorand;Seigneur de Chateaumorant ou Chateaumorand;Aucune mention particulière;Melun;1 cheval fauve à courte queue;;337 fr. 10 s. t. monn. royal (les quatre);30 August 1412;ADN, B 1903, f° 142 r° et 142 v°
168;Jean sans Peur;;2314;Jean de Caumaisnil;Ecuyer d'écurie du duc de Brabant;Aucune mention particulière;Paris;Un cheval bai à courte queue valant 80 écus;;80 écus;8 November 1410;ADCO, B 1560, f° 122 r°
169;Jean sans Peur;;1687;Jean de Calleville;Conseiller du duc;Aucune mention particulière;Aucune mention;Un coursier bai valant 120 écus;;120 écus;14 November 1406;ADCO, B 1554, f° 109 v°
170;Jean sans Peur;;165;Jean de Busseil ou Busseul;Panetier du duc;Aucune mention particulière;Douai;1 cheval bai à longue queue;;40 écus or monn. royal;21 June 1414;ADN, B 1903, f° 146 v°
171;Jean sans Peur;;2261;Jean de Bourbon;Comte de Clermont, cousin du duc;Aucune mention particulière;Paris;1 cheval bai à courte queue;;;6 January 1406;ADCO, B 1543, f° 116 v°
172;Jean sans Peur;;2261;Jean de Bourbon;Comte de Clermont, cousin du duc;Aucune mention particulière;Paris;1 cheval bai à courte queue ;;;6 January 1406;ADCO, B 1543, f° 116 v°
173;Jean sans Peur;;2261;Jean de Bourbon;Duc de Bourbon;Aucune mention particulière;Aucune mention;Un cheval roux bai à courte queue ;;;12 September 1412;ADCO, B 1571, f° 152 v° et 153 r°
174;Jean sans Peur;;2261;Jean de Bourbon;;Aucune mention particulière;Lille;1 cheval gris à longue queue;;90 fr. or monn. royal;3 November 1413;ADN, B 1903, f° 142 v°
175;Jean sans Peur;;2280;Jean de Bonnebaut;Chevalier et chambellan du duc;Aucune mention particulière;Bruges;Un cheval bay à courte queue valant 60 écus d'or;;60 écus d'or;20 June 1407;ADCO, B 1547, f° 111 r°
176;Jean sans Peur;;57;Jean de Blammont;Chevalier et chambellan du duc;Aucune mention particulière;Paris;1 cheval bai;;70 écus;6 January 1406;ADCO, B 1543, f° 117 r°
177;Jean sans Peur;;57;Jean de Blammont;Chevalier et chambellan du duc;Aucune mention particulière;Paris;1 cheval bai;;70 écus;6 January 1406;ADCO, B 1543, f° 117 r°
178;Jean sans Peur;;357;Jean de Blaisy;Ecuyer et échanson du duc;Aucune mention particulière;Paris;Un cheval bai valant 114 fr. demi;;114 fr. demi monn. royal;3 February 1413;ADCO, B 1572, f° 35 r°
179;Jean sans Peur;;513;Jean de Berry;Duc de Berry;Pour ses étrennes et en remerciement des étrennes du duc de Berry;Gand;Une belle chambre de tapisserie garnie et étoffée valant 1200 l. t.;;1200 l. t. monn. royal;17 February 1407;ADCO, B 1547, f° 123 r°
180;Jean sans Peur;Jean d'Ormoy;1440;Jean de Belleforiere;Ecuyer;Aucune mention particulière;Aucune mention;Un cheval gris pommelé à courte queue valant 26 écus de 30 gros nouvelle monn. de Flandres;;26 écus de 30 gros nouvelle monn. de Flandre;28 August 1411;ADCO, B 1570, f° 239 v°
181;Jean sans Peur;;5626;Jean d'Autrey;Ecuyer;Aucune mention particulière;Bruges;1 cheval bai à longue queue;;69 l. 12 s. de 30 gros nouvelle monn. de Flandre la livre (les deux chevaux);1 March 1415;ADN, B 1903, f° 149 r°
182;Jean sans Peur;;88;Jean d'Aunay, dit Le Gallois d'Aunay;Maître d'hôtel du duc;"""Pour et en recompensacion de 2 chevaulx que naguere ont este mors audit maistre dostel ou voiage que ledit seigneur fist ou pais de Liege""";Gand;Un cheval bai à longue queue valant 80 fr.;;80 fr. monn. royal;31 July 1409;ADCO, B 1558, f° 106 r°
183;Jean sans Peur;Girard de Bourbon;2338;Jean d'Ailly;Sénéchal du Ponthieu;Aucune mention particulière;Aucune mention;Un cheval brun bai à longue queue (les trois chevaux valent 168 fr. 15 s. t.);;168 fr. 15 s. t. monn. royal (les 3 chevaux);6 January 1412;ADCO, B 1570, f° 237 v°
184;Jean sans Peur;;2287;Jean Clerbaut;Ecuyer tranchant du duc;Aucune mention particulière;Aucune mention;Un cheval brun bai à courte queue valant 50 fr.;;50 fr. monn. royal;2 August 1408;ADCO, B 1556, f° 79 r° et 79 v°
185;Jean sans Peur;;9;Jean Calonne;Ecuyer d'écurie du duc;Aucune mention particulière;Douai;Un cheval brun bai valant 56 fr. 5 s. t.;;56 fr. 5 s. t. monn. royal;27 January 1407;ADCO, B 1554, f° 105 v°
186;Jean sans Peur;;362;Jean Caen, dit Camus;Archer du duc;Aucune mention particulière;Gand;Un cheval brun bai à courte queue valant 17 fr.;;17 fr. monn. royal;9 August 1407;ADCO, B 1554, f° 106 r°
187;Jean sans Peur;;970;Jean Briet;Premier panetier de la duchesse de Guyenne;"""Pour consideracion des bons services quilz ont fait à madicte dame""";Paris;Un cheval blanc valant 40 écus;;40 écus;26 May 1406;ADCO, B 1554, f° 108 r°
188;Jean sans Peur;;970;Jean Briet;Echanson du duc;Aucune mention particulière;Arras;1 cheval bai à longue queue ;;26 écus or monn. royal;21 May 1414;ADN, B 1903, f° 145 v° et 146 r°
189;Jean sans Peur;;256;Jean Breteau;Page du duc;Aucune mention particulière;Arras;Un cheval valant 14 écus;;14 écus;13 February 1408;ADCO, B 1554, f° 106 v°
190;Jean sans Peur;;256;Jean Breteau;Valet servant du duc;Aucune mention particulière;Aucune mention;Un cheval brun bai valant 12 écus;;12 écus;1 June 1409;ADCO, B 1558, f° 108 v°
191;Jean sans Peur;;1651;Jean Bateteau;Ecuyer et panetier du duc;"""Pour consideracion des bons services quil lui avoit fais et fait journelment comme pour ce que par cas de neschies un de ses chevaulx avoit este noye en Sayne devant le Louvre""";Paris;Un cheval roux à courte queue valant 50 écus;;50 écus;14 August 1406;ADCO, B 1543, f° 117 v°
192;Jean sans Peur;;2293;Jean Anceau, dit La Caille;Veneur du duc;Aucune mention particulière;Aucune mention;Un cheval valant 29 écus;;29 écus;1 June 1409;ADCO, B 1558, f° 108 r°
193;Jean sans Peur;;5628;Jacquet d'Utrecht;Brodeur du duc;Aucune mention particulière;Lille;1 cheval noir;;15 écus de 30 gros nouvelle monn. de Flandre la livre;13 March 1417;ADN, B 1903, f° 152 r° et 152 v°
194;Jean sans Peur;;422;Jacques III de Heilly;;"""Pour aller en laide de monseigneur le duc de Brebant en larmee quil fist oudit mois de septembre 1407 a lencontre dudit Rouge""";Aucune mention;Un cheval bai valant 150 écus;;150 écus;2 March 1408;ADCO, B 1554, f° 106 v°
195;Jean sans Peur;Augustin de Pon;422;Jacques III de Heilly;Seigneur de Heilly, chevalier, conseiller et chambellan du duc;Aucune mention particulière;Aucune mention;Un cheval brun bai à courte queue valant 120 écus;;120 écus;25 October 1408;ADCO, B 1556, f° 80 r°
196;Jean sans Peur;;422;Jacques III de Heilly;Seigneur de Heilly, chevalier, conseiller et chambellan du duc;Aucune mention particulière;Paris;Un coursier noir à longue queue valant 135 fr. d'or;;135 fr. or;14 April 1410;ADCO, B 1560, f° 123 v°
197;Jean sans Peur;;422;Jacques III de Heilly;Seigneur de Heilly, chevalier, conseiller et chambellan du duc;"""Pour les bons et agreables services quil lui a faiz, et pour soy monter en son service""";Paris;Un cheval rouge bai à longue queue valant 100 fr. d'or;;100 fr. or;8 July 1410;ADCO, B 1560, f° 125 r°
198;Jean sans Peur;Jean d'Ormoy;2251;Jacques II de Bourbon;;"""Pour aler en certain voiage a lencontre des ennemis du Roy et de mon dit seigneur""";Aucune mention;Un coursier noir pommelé à longue queue valant 110 écus monn. royal;;110 écus monn. royal;19 November 1411;ADCO, B 1570, f° 244 v°
199;Jean sans Peur;;276;Jacques de Montberon;Seigneur de Montberon;Aucune mention particulière;Paris;Un cheval bai à courte queue valant 60 écus;;60 écus;10 August 1406;ADCO, B 1543, f° 119 r°
200;Jean sans Peur;;2323;Jacques de Mailly;Chevalier et chambellan du comte de La Marche;Aucune mention particulière;Lille;Un cheval à longue queue valant 92 fr. 6 s. t.;;92 fr. 6 s. t. monn. royal;31 January 1411;ADCO, B 1562, f° 47 r°
201;Jean sans Peur;;56;Jacques de Lor;Seigneur de Lor;Aucune mention particulière;Lille;Un cheval gris à longue queue;;;19 October 1413;ADCO, B 1576, f° 161 v° et 162 r°
202;Jean sans Peur;;444;Jacques de Longroy;Seigneur de Longroy, chevalier et chambellan;Aucune mention particulière;Aucune mention;Un cheval brun bai valant 70 écus;;70 écus;11 May 1408;ADCO, B 1554, f° 109 v°
203;Jean sans Peur;;444;Jacques de Longroy;Chambellan du duc;Aucune mention particulière;Paris;Un cheval morel à longue queue valant 67 fr. demi;;67 fr. demi monn. royal;25 January 1410;ADCO, B 1560, f° 124 r°
204;Jean sans Peur;;1352;Jacques de La Viefville, dit Coppin de La Viefville;Ecuyer tranchant du duc;Aucune mention particulière;Paris;Un cheval roux à courte queue valant 100 fr.;;100 fr. monn. royal;7 April 1413;ADCO, B 1576, f° 163 r°
205;Jean sans Peur;;2319;Jacques de Harcourt;;Aucune mention particulière;Paris;Un cheval bai (les huits chevaux valent 1068 fr. 15 s. t.);;1068 fr. 15 s. t. monn. royal (les 8 chevaux);8 November 1410;ADCO, B 1560, f° 125 r° et 125 v°
206;Jean sans Peur;;1603;Jacques de Happelaincourt ou Happlaincourt;Chevalier et chambellan du duc;Aucune mention particulière;Arras;1 cheval fauve à longue queue;;80 écus or monn. royal;22 May 1414;ADN, B 1903, f° 146 r°
207;Jean sans Peur;Girard de Bourbon;2339;Jacques de Han/Hamme (?);;Aucune mention particulière;Aucune mention;Un cheval bai clair à coute queue (les trois chevaux valent 168 fr. 15 s. t.);;168 fr. 15 s. t. monn. royal (les 3 chevaux);6 January 1412;ADCO, B 1570, f° 237 v°
208;Jean sans Peur;;204;Jacques de Courtiambles;;"""Pour et en recompensacion dun autre cheval gris pommele que ledit seigneur fist prendre dudit messire Jaques le IXe jour de novembre lan mil CCCC et VI et ycelui donna et fist presenter de par lui a Saint-Omer au Borgne de la Hense chevalier et chambellan du Roy""";Aucune mention;Un cheval morel à courte queue valant 70 écus;;70 écus;4 October 1407;ADCO, B 1556, f° 79 v° et 80 r°
209;Jean sans Peur;;204;Jacques de Courtiambles;Chevalier, conseiller et chambellan du duc;Aucune mention particulière;Aucune mention;Un cheval gris à longue queue (les 12 chevaux valent 2850 écus d'or);;2850 écus d'or (les 12 chevaux);7 September 1412;ADCO, B 1571, f° 151 r° et 152 r°
210;Jean sans Peur;;204;Jacques de Courtiambles;Seigneur de Commarin;Aucune mention particulière;Saint-Omer;Une haquenée noire valant 40 écus de 40 gros vieille monn. de Flandres;;40 écus de 40 gros vieille monn. de Flandre;4 October 1413;ADCO, B 1576, f° 164 r°
211;Jean sans Peur;;2347;Jacques de Chois;Neveur de Denisot de Chaumont;"""Pour ce quil avoit este prisonnier es mains des adverdaires du Roy et de mon dit seigneur a Orleans""";Aucune mention;Un cheval fauve à longue queue;;;7 September 1412;ADCO, B 1571, f° 151 r° et 152 r°
212;Jean sans Peur;;852;Jacques de Busseuil ou Busseul;Ecuyer et maître d'hôtel du comte de Charolais;Aucune mention particulière;Douai;Un cheval fauve valant 36 écus;;36 écus;17 August 1409;ADCO, B 1558, f° 109 r°
213;Jean sans Peur;;852;Jacques de Busseuil ou Busseul;;Aucune mention particulière;Aucune mention;Un cheval bai à courte queue valant 60 écus;;60 écus;22 August 1411;ADCO, B 1570, f° 242 r°
214;Jean sans Peur;;1381;Jacques de Brimeu;;Aucune mention particulière;Bruges;1 cheval gris à longue queue;;56 fr. 5 s. t. monn. royal;1 March 1415;ADN, B 1903, f° 149 v°
215;Jean sans Peur;;500;Jacques d'Anvin de Hardenthun, dit Orengois;Valet tranchant de la duchesse de Guyenne;"""Pour consideracion des bons services quilz ont fait à madicte dame""";Paris;Un cheval gris valant 40 écus;;40 écus;26 May 1406;ADCO, B 1554, f° 108 r°
216;Jean sans Peur;;2282;Jacques Chabot;Chevalier, conseiller et chambellan de l'élu de Liège et comte de Loz;Aucune mention particulière;Bruges;Un cheval fauve à courte queue valant 80 écus d'or;;80 écus d'or;30 June 1407;ADCO, B 1547, f° 111 v°
217;Jean sans Peur;;279;Jacob de Poilly;Ecuyer de panetier du duc;Aucune mention particulière;Paris;Un cheval moreau à longue queue valant 40 écus d'or;;40 écus d'or;7 October 1407;ADCO, B 1547, f° 115 r°
218;Jean sans Peur;;207;Jacob Brocart;Valet de chambre et garde de la tapisserie du duc;Aucune mention particulière;Beauvais;Un cheval noir à longue queue valant 30 fr.;;30 fr. monn. royal;2 January 1419;ADCO, B 1598, f° 138 v°
219;Jean sans Peur;;5241;Hugues ou Huguenin de Gissey;;Aucune mention particulière;Bruges;1 cheval gris à courte queue;;32 l. 5 s. de 30 gros nouvelle monn. de Flandre la livre;1 March 1415;ADN, B 1903, f° 148 r° et 148 v°
220;Jean sans Peur;;504;Hugues de Lannoy;Seigneur de Neuville;Aucune mention particulière;Lille;1 cheval gris à courte queue;;236 l. 10 s. de 30 gros nouvelle monn. de Flandre la livre (les trois chevaux);20 January 1414;ADN, B 1903, f° 144 r°
221;Jean sans Peur;;1948;Huguenin ou Jean de Saubertier;Ecuyer;"""Pour aler de par mondit seigneur en Lorraine""";;Un cheval bai à longue queue valant 32 fr.;;32 fr. monn. royal;18 April 1419;ADCO, B 1601, f° 76 r°
222;Jean sans Peur;;882;Huguenin du Bois;Ecuyer tranchant du duc;Aucune mention particulière;Aucune mention;Un cheval brun bai à longue queue valant 60 écus;;60 écus;5 August 1408;ADCO, B 1556, f° 80 v°
223;Jean sans Peur;;882;Huguenin du Bois;Ecuyer tranchant du duc;Aucune mention particulière;Paris;Un cheval bai (les huits chevaux valent 1068 fr. 15 s. t.);;1068 fr. 15 s. t. monn. royal (les 8 chevaux);8 November 1410;ADCO, B 1560, f° 125 r° et 125 v°
224;Jean sans Peur;Girard de Bourbon;882;Huguenin du Bois;Ecuyer tranchant du duc;"""Pour lui plus honnorablement monter ou service dicellui seigneur""";Aucune mention;Un cheval bai valant 60 écus monn. royal;;60 écus monn. royal;20 December 1411;ADCO, B 1570, f° 239 r° et 239 v°
225;Jean sans Peur;;2178;Huguenin du Ble;Ecuyer tranchant du duc;Aucune mention particulière;Paris;Un cheval à courte queue valant 60 fr.;;60 fr. monn. royal;24 October 1407;ADCO, B 1554, f° 105 r°
226;Jean sans Peur;;920;Huguenin de Gissey;;Aucune mention particulière;Paris;Un cheval (les six chevaux valent 506 fr. 5 s. t.);;506 fr. 5 s. t. monn. royal (les 6 chevaux) ;18 April 1410;ADCO, B 1560, f° 124 r° et 124 v°
227;Jean sans Peur;;298;Huguenin de Cypierre;Seigneur de Cypierre, écuyer d'écurie du duc;Aucune mention particulière;Aucune mention;Un coursier gris valant 60 écus;;60 écus;13 August 1407;ADCO, B 1554, f° 105 r°
228;Jean sans Peur;;298;Huguenin de Cypierre;Ecuyer d'écurie du duc;Aucune mention particulière;Paris;Un cheval à longue queue valant 40 fr.;;40 fr. monn. royal;14 April 1408;ADCO, B 1554, f° 109 v°
229;Jean sans Peur;;2283;Henrias d'Auvergne;Chambellan du duc de Berry;Aucune mention particulière;Paris;Un cheval fauve à longue queue valant 72 écus;;72 écus;6 September 1407;ADCO, B 1554, f° 109 r°
230;Jean sans Peur;;2288;Henri Vidant;Ecuyer du maréchal de Bourgogne;Aucune mention particulière;Aucune mention;Un cheval morel à longue queue valant 60 écus;;60 écus;5 August 1408;ADCO, B 1556, f° 80 v°
231;Jean sans Peur;Oudot Grant Villain;1340;Henri III de Grandpré-Hans;Seigneur de Hans;Aucune mention particulière;Lille;Un cheval gris à longue queue valant 78 fr. 15 s. t.;;78 fr. 15 s. t. monn. royal;8 March 1411;ADCO, B 1562, f° 48 v°
232;Jean sans Peur;;2356;Henri de Vulehen/Bualehen (?);Chevalier de Brabant;Aucune mention particulière;Bapaume;Un cheval roux à longue queue valant 80 écus;;80 écus;25 February 1414;ADCO, B 1576, f° 165 r°
233;Jean sans Peur;;802;Hennequin de Beauvais;Huissier d'armes et fauconnier du duc;Aucune mention particulière;Aucune mention;Un cheval moreau à courte queue valant 50 fr.;;50 fr. monn. royal;17 August 1408;ADCO, B 1554, f° 110 r°
234;Jean sans Peur;;802;Hennequin de Beauvais;Huissier d'armes et fauconnier du duc;Aucune mention particulière;Paris;Un cheval gris à courte queue valant 100 fr. d'or;;100 fr. or;18 December 1409;ADCO, B 1560, f° 123 r°
